Timestamp,Temperature[degC],Humidity[percent],PM1.0[ug/m^3],PM2.5[ug/m^3],PM10.0[ug/m^3],O3[ppb],O3[V],NO2[ppb],NO2[V],Pressure[Pa],Latitude[deg],Longitude[deg],Altitude[m]
06/19/2020 00:26:35,24.99,39.58,7.5,9.7,10.0,48.10,1.426992,55.48,1.417775,99675.6,---,---,---
06/19/2020 00:27:35,24.99,40.15,7.4,9.6,10.0,47.45,1.427006,50.62,1.417813,99678.2,---,---,---
06/19/2020 00:28:35,24.98,40.85,7.4,9.5,10.0,45.90,1.427038,50.54,1.417813,99672.5,---,---,---
06/19/2020 00:29:36,24.99,40.48,7.5,9.6,10.2,45.74,1.427043,52.58,1.417798,99673.4,---,---,---
06/19/2020 00:30:35,24.99,40.45,7.4,9.6,10.3,46.92,1.427017,51.09,1.417809,99680.2,---,---,---
06/19/2020 00:31:35,24.99,40.81,7.4,9.7,10.4,47.85,1.426997,48.58,1.417829,99675.7,---,---,---
06/19/2020 00:32:35,24.98,39.98,7.4,9.7,10.3,47.64,1.427001,55.51,1.417774,99675.3,---,---,---
06/19/2020 00:33:35,24.98,40.21,7.5,9.8,10.4,48.71,1.426978,55.60,1.417773,99675.8,---,---,---
06/19/2020 00:34:35,24.96,39.75,7.5,9.7,10.4,46.48,1.427024,56.42,1.417765,99675.1,---,---,---
06/19/2020 00:35:35,24.93,40.45,7.6,9.9,10.6,48.09,1.426986,57.36,1.417756,99670.1,---,---,---
06/19/2020 00:36:35,24.91,40.52,7.7,10.1,10.9,47.33,1.427001,58.36,1.417746,99674.1,---,---,---
06/19/2020 00:37:35,24.89,39.98,7.8,10.3,11.0,48.32,1.426978,54.77,1.417773,99677.9,---,---,---
06/19/2020 00:38:35,24.88,40.13,7.9,10.6,11.2,47.08,1.427004,54.56,1.417773,99675.7,---,---,---
06/19/2020 00:39:35,24.85,40.59,8.2,10.9,11.4,48.40,1.426974,56.87,1.417754,99676.2,---,---,---
06/19/2020 00:40:36,24.83,40.70,8.4,10.9,11.4,46.18,1.427020,54.63,1.417770,99675.0,---,---,---
06/19/2020 00:41:35,24.82,40.30,8.8,11.1,11.7,45.01,1.427044,52.73,1.417783,99677.6,---,---,---
06/19/2020 00:42:35,24.83,40.53,8.9,11.4,11.9,45.43,1.427036,53.80,1.417776,99677.8,---,---,---
06/19/2020 00:43:35,24.82,41.23,9.3,11.6,12.1,47.64,1.426988,55.48,1.417762,99676.4,---,---,---
06/19/2020 00:44:35,24.82,41.13,9.6,11.9,12.4,48.02,1.426979,55.89,1.417759,99676.3,---,---,---
06/19/2020 00:45:35,24.82,40.90,9.8,12.3,12.9,50.00,1.426936,59.25,1.417733,99673.6,---,---,---
06/19/2020 00:46:35,24.80,41.40,9.8,12.4,12.7,51.97,1.426892,58.53,1.417737,99670.9,---,---,---
06/19/2020 00:47:35,24.76,42.03,10.3,12.8,13.1,50.67,1.426916,58.59,1.417733,99676.2,---,---,---
06/19/2020 00:48:35,24.73,41.26,10.2,12.7,13.1,49.49,1.426939,57.35,1.417740,99672.3,---,---,---
06/19/2020 00:49:35,24.67,41.00,10.3,12.7,13.1,49.75,1.426929,49.60,1.417796,99672.9,---,---,---
06/19/2020 00:50:35,24.64,41.21,9.9,12.5,12.7,49.22,1.426938,47.75,1.417808,99673.5,---,---,---
06/19/2020 00:51:36,24.61,41.54,10.3,12.7,12.9,48.69,1.426947,48.79,1.417798,99674.8,---,---,---
06/19/2020 00:52:35,24.59,41.00,10.1,12.7,12.9,49.75,1.426922,47.49,1.417806,99672.6,---,---,---
06/19/2020 00:53:35,24.58,40.84,10.6,13.2,13.4,49.32,1.426931,47.31,1.417807,99666.7,---,---,---
06/19/2020 00:54:35,24.56,40.74,11.8,14.8,15.2,50.12,1.426912,53.54,1.417758,99667.3,---,---,---
06/19/2020 00:55:35,24.56,40.97,12.3,15.3,15.8,50.26,1.426909,54.76,1.417748,99667.3,---,---,---
06/19/2020 00:56:35,24.58,41.07,12.0,15.3,15.8,50.59,1.426903,60.37,1.417705,99668.3,---,---,---
06/19/2020 00:57:35,24.56,40.97,12.0,15.2,15.7,50.61,1.426902,59.04,1.417715,99667.8,---,---,---
06/19/2020 00:58:35,24.53,41.22,12.5,16.0,16.8,51.44,1.426881,59.52,1.417709,99668.6,---,---,---
06/19/2020 00:59:35,24.53,41.15,11.8,15.2,15.9,51.40,1.426882,58.43,1.417717,99671.4,---,---,---
06/19/2020 01:00:35,24.52,41.79,12.5,15.9,16.7,50.78,1.426895,59.29,1.417710,99673.7,---,---,---
06/19/2020 01:01:35,24.52,41.26,12.9,16.2,17.2,51.27,1.426884,54.79,1.417745,99670.9,---,---,---
06/19/2020 01:02:36,24.51,41.32,13.4,16.9,18.0,51.62,1.426875,57.24,1.417725,99669.6,---,---,---
06/19/2020 01:03:35,24.51,41.62,13.8,17.2,18.4,51.72,1.426873,53.98,1.417750,99674.4,---,---,---
06/19/2020 01:04:35,24.51,41.58,12.8,15.9,17.0,52.39,1.426859,56.25,1.417732,99676.8,---,---,---
06/19/2020 01:05:35,24.51,41.69,11.9,15.1,16.0,52.69,1.426852,56.84,1.417728,99678.3,---,---,---
06/19/2020 01:06:35,24.53,41.86,11.9,15.0,15.9,51.70,1.426876,57.40,1.417725,99674.2,---,---,---
06/19/2020 01:07:35,24.51,41.69,12.0,15.1,16.0,52.14,1.426864,59.00,1.417711,99679.7,---,---,---
06/19/2020 01:08:35,24.51,41.62,11.1,14.1,14.8,52.35,1.426860,61.76,1.417690,99675.4,---,---,---
06/19/2020 01:09:35,24.50,41.79,11.9,15.2,15.9,51.70,1.426873,60.54,1.417698,99675.8,---,---,---
06/19/2020 01:10:35,24.50,41.89,12.9,16.2,17.0,52.61,1.426853,60.49,1.417699,99676.5,---,---,---
06/19/2020 01:11:35,24.49,41.99,12.1,15.3,16.0,53.51,1.426833,63.60,1.417674,99673.5,---,---,---
06/19/2020 01:12:35,24.49,41.42,11.1,14.1,14.7,52.07,1.426864,66.08,1.417654,99671.5,---,---,---
06/19/2020 01:13:36,24.49,41.79,10.3,13.1,13.6,51.07,1.426886,64.67,1.417665,99674.0,---,---,---
06/19/2020 01:14:35,24.48,41.79,9.5,12.1,12.5,50.06,1.426907,65.44,1.417659,99673.5,---,---,---
06/19/2020 01:15:35,24.49,41.72,8.1,10.5,10.9,49.40,1.426922,67.66,1.417642,99675.7,---,---,---
06/19/2020 01:16:35,24.50,41.58,8.1,10.5,10.9,49.95,1.426911,67.02,1.417648,99675.7,---,---,---
06/19/2020 01:17:35,24.50,41.52,8.1,10.5,10.9,50.49,1.426899,63.22,1.417677,99674.2,---,---,---
06/19/2020 01:18:35,24.48,41.65,8.1,10.6,10.9,51.45,1.426877,65.04,1.417662,99671.7,---,---,---
06/19/2020 01:19:35,24.48,41.79,8.3,10.8,11.1,53.13,1.426840,68.19,1.417637,99672.1,---,---,---
06/19/2020 01:20:35,24.48,42.06,8.5,11.1,11.3,53.03,1.426842,66.71,1.417649,99676.5,---,---,---
06/19/2020 01:21:35,24.47,41.69,8.5,11.1,11.3,51.41,1.426877,67.56,1.417641,99677.6,---,---,---
06/19/2020 01:22:35,24.46,41.29,8.6,11.1,11.4,51.12,1.426882,67.64,1.417640,99677.6,---,---,---
06/19/2020 01:23:35,24.45,41.36,8.6,11.2,11.5,49.29,1.426921,69.67,1.417623,99671.6,---,---,---
06/19/2020 01:24:36,24.44,41.19,8.6,11.0,11.4,47.72,1.426954,64.83,1.417660,99676.4,---,---,---
06/19/2020 01:25:35,24.45,41.15,8.5,10.7,11.1,47.20,1.426966,64.77,1.417661,99671.4,---,---,---
06/19/2020 01:26:35,24.47,41.02,8.6,10.8,11.3,48.02,1.426950,60.05,1.417700,99671.5,---,---,---
06/19/2020 01:27:35,24.47,40.99,8.6,10.8,11.3,47.26,1.426966,60.45,1.417696,99669.8,---,---,---
06/19/2020 01:28:35,24.47,40.95,8.5,10.6,11.1,48.29,1.426944,55.03,1.417739,99666.3,---,---,---
06/19/2020 01:29:35,24.47,41.19,8.3,10.4,10.9,47.85,1.426953,55.03,1.417739,99668.6,---,---,---
06/19/2020 01:30:35,24.46,41.36,8.3,10.5,11.1,48.10,1.426947,50.88,1.417770,99671.6,---,---,---
06/19/2020 01:31:35,24.46,41.26,8.0,10.3,10.8,48.42,1.426940,52.15,1.417760,99665.6,---,---,---
06/19/2020 01:32:35,24.43,41.36,8.0,10.3,10.9,49.43,1.426916,51.80,1.417760,99669.1,---,---,---
06/19/2020 01:33:35,24.40,41.58,8.2,10.4,10.9,49.07,1.426922,52.40,1.417754,99666.8,---,---,---
06/19/2020 01:34:35,24.39,41.92,8.2,10.4,10.9,50.68,1.426886,52.47,1.417753,99669.2,---,---,---
06/19/2020 01:35:36,24.39,41.92,8.3,10.5,11.1,50.97,1.426880,53.82,1.417742,99666.9,---,---,---
06/19/2020 01:36:35,24.41,41.79,8.3,10.6,11.1,51.99,1.426860,53.19,1.417749,99665.7,---,---,---
06/19/2020 01:37:35,24.39,41.79,8.2,10.6,11.0,52.62,1.426844,50.79,1.417766,99666.6,---,---,---
06/19/2020 01:38:35,24.37,41.96,8.2,10.6,11.2,53.09,1.426832,52.04,1.417754,99668.9,---,---,---
06/19/2020 01:39:35,24.37,41.92,8.3,10.9,11.4,50.51,1.426888,50.66,1.417765,99669.0,---,---,---
06/19/2020 01:40:35,24.37,42.06,8.3,11.0,11.5,51.12,1.426875,51.80,1.417756,99669.0,---,---,---
06/19/2020 01:41:35,24.37,42.23,8.3,11.0,11.6,50.35,1.426891,52.52,1.417751,99670.2,---,---,---
06/19/2020 01:42:35,24.37,42.59,8.3,11.1,11.7,50.28,1.426893,52.15,1.417754,99672.1,---,---,---
06/19/2020 01:43:35,24.37,42.62,8.4,11.3,11.7,50.30,1.426893,51.30,1.417760,99675.9,---,---,---
06/19/2020 01:44:35,24.36,42.33,8.5,11.3,11.8,50.88,1.426879,53.36,1.417743,99676.7,---,---,---
06/19/2020 01:45:35,24.37,42.39,8.6,11.2,11.6,50.87,1.426880,51.53,1.417758,99676.2,---,---,---
06/19/2020 01:46:36,24.37,42.45,8.8,11.5,12.0,50.53,1.426888,55.99,1.417724,99673.8,---,---,---
06/19/2020 01:47:35,24.36,42.52,8.9,11.5,11.9,49.88,1.426901,59.17,1.417698,99672.1,---,---,---
06/19/2020 01:48:35,24.34,43.03,8.9,11.5,11.9,49.00,1.426918,58.13,1.417705,99673.9,---,---,---
06/19/2020 01:49:35,24.31,42.64,9.0,11.6,12.0,49.20,1.426911,59.66,1.417690,99673.5,---,---,---
06/19/2020 01:50:35,24.29,43.06,9.0,11.7,12.1,48.02,1.426935,61.40,1.417675,99676.4,---,---,---
06/19/2020 01:51:35,24.25,43.27,8.9,11.4,11.6,46.98,1.426954,57.99,1.417699,99678.4,---,---,---
06/19/2020 01:52:35,24.28,42.90,9.0,11.4,11.8,47.32,1.426949,58.11,1.417700,99678.5,---,---,---
06/19/2020 01:53:35,24.30,43.20,9.1,11.9,12.2,49.46,1.426905,57.83,1.417704,99673.6,---,---,---
06/19/2020 01:54:35,24.29,43.30,9.2,12.0,12.4,51.12,1.426868,54.99,1.417725,99675.4,---,---,---
06/19/2020 01:55:35,24.28,43.40,9.2,12.0,12.4,50.69,1.426876,57.53,1.417704,99673.0,---,---,---
06/19/2020 01:56:35,24.26,43.47,9.6,12.5,13.0,52.56,1.426835,56.70,1.417710,99672.4,---,---,---
06/19/2020 01:57:36,24.24,43.54,9.8,12.8,13.3,53.18,1.426820,57.98,1.417699,99673.4,---,---,---
06/19/2020 01:58:35,24.22,43.97,9.8,12.8,13.3,51.53,1.426854,62.16,1.417664,99671.8,---,---,---
06/19/2020 01:59:35,24.20,44.31,9.7,12.7,13.3,50.16,1.426881,63.93,1.417649,99673.1,---,---,---
06/19/2020 02:00:35,24.16,44.32,9.9,12.9,13.4,50.20,1.426877,61.28,1.417666,99668.8,---,---,---
06/19/2020 02:01:35,24.12,44.51,9.8,12.9,13.3,49.37,1.426892,64.24,1.417641,99667.4,---,---,---
06/19/2020 02:02:35,24.11,44.55,9.6,12.7,13.2,47.53,1.426931,66.59,1.417622,99669.0,---,---,---
06/19/2020 02:03:35,24.11,44.58,9.5,12.5,12.9,48.76,1.426904,64.10,1.417641,99666.7,---,---,---
06/19/2020 02:04:35,24.12,44.75,9.5,12.4,12.8,48.48,1.426911,64.79,1.417637,99666.2,---,---,---
06/19/2020 02:05:35,24.12,45.05,9.4,12.6,13.0,49.96,1.426879,63.53,1.417646,99664.9,---,---,---
06/19/2020 02:06:35,24.12,45.25,9.5,12.8,13.3,49.69,1.426885,63.04,1.417650,99663.0,---,---,---
06/19/2020 02:07:35,24.10,45.72,9.6,12.8,13.4,50.87,1.426858,62.23,1.417655,99661.4,---,---,---
06/19/2020 02:08:36,24.08,45.89,9.6,13.0,13.7,48.52,1.426907,64.34,1.417637,99660.0,---,---,---
06/19/2020 02:09:35,24.06,46.09,9.7,13.1,13.8,49.95,1.426874,63.98,1.417638,99659.3,---,---,---
06/19/2020 02:10:35,24.04,46.09,9.8,12.9,13.6,49.93,1.426873,67.47,1.417609,99660.8,---,---,---
06/19/2020 02:11:35,24.03,46.12,9.6,12.5,13.2,48.70,1.426898,71.10,1.417580,99663.7,---,---,---
06/19/2020 02:12:35,24.02,46.22,9.5,12.3,12.9,47.73,1.426919,69.66,1.417591,99665.4,---,---,---
06/19/2020 02:13:35,24.02,46.42,9.5,12.2,12.6,49.89,1.426872,71.67,1.417575,99666.5,---,---,---
06/19/2020 02:14:36,24.03,46.32,9.5,12.1,12.5,48.78,1.426897,70.49,1.417585,99665.8,---,---,---
06/19/2020 02:15:36,24.03,46.42,9.5,12.1,12.4,46.66,1.426943,69.78,1.417591,99666.2,---,---,---
06/19/2020 02:16:36,24.05,46.35,9.6,12.2,12.5,49.36,1.426886,67.64,1.417609,99669.2,---,---,---
06/19/2020 02:17:36,24.05,46.35,9.8,12.6,13.0,50.62,1.426859,67.16,1.417613,99673.3,---,---,---
06/19/2020 02:18:36,24.03,46.55,9.8,12.6,13.1,50.89,1.426851,65.37,1.417625,99671.0,---,---,---
06/19/2020 02:19:37,23.99,46.69,9.8,12.7,13.1,52.59,1.426811,65.47,1.417621,99666.5,---,---,---
06/19/2020 02:20:36,23.96,46.73,9.6,12.6,13.1,53.40,1.426792,64.77,1.417625,99674.1,---,---,---
06/19/2020 02:21:36,23.95,46.70,9.4,12.3,13.0,51.08,1.426841,64.14,1.417629,99670.2,---,---,---
06/19/2020 02:22:36,23.94,46.56,9.3,12.2,12.8,49.91,1.426865,64.99,1.417621,99675.0,---,---,---
06/19/2020 02:23:36,23.92,46.56,9.3,12.1,12.6,48.98,1.426884,65.56,1.417615,99674.2,---,---,---
06/19/2020 02:24:36,23.91,46.63,9.4,12.3,12.7,46.20,1.426943,66.05,1.417611,99674.6,---,---,---
06/19/2020 02:25:36,23.91,46.63,9.5,12.5,12.8,46.10,1.426945,68.04,1.417595,99677.0,---,---,---
06/19/2020 02:26:36,23.94,46.46,9.8,13.0,13.1,47.37,1.426920,68.03,1.417598,99672.8,---,---,---
06/19/2020 02:27:36,23.95,46.46,9.9,13.1,13.3,47.16,1.426926,68.20,1.417597,99671.3,---,---,---
06/19/2020 02:28:36,23.96,46.29,10.1,13.4,13.6,46.99,1.426930,66.06,1.417615,99669.8,---,---,---
06/19/2020 02:29:36,23.95,45.66,10.0,13.5,13.7,48.84,1.426889,67.15,1.417605,99672.8,---,---,---
06/19/2020 02:30:37,23.94,45.90,10.1,13.5,13.8,49.05,1.426884,65.22,1.417619,99671.8,---,---,---
06/19/2020 02:31:36,23.91,45.86,10.2,13.6,13.9,47.50,1.426915,63.69,1.417629,99672.0,---,---,---
06/19/2020 02:32:36,23.89,45.86,10.2,13.4,13.8,48.17,1.426898,61.24,1.417646,99672.6,---,---,---
06/19/2020 02:33:36,23.89,45.76,10.1,13.4,13.8,47.54,1.426912,62.20,1.417639,99671.6,---,---,---
06/19/2020 02:34:36,23.88,45.73,10.2,13.3,13.8,47.01,1.426922,64.22,1.417622,99671.6,---,---,---
06/19/2020 02:35:36,23.89,46.06,10.3,13.2,13.7,46.70,1.426930,64.84,1.417618,99668.2,---,---,---
06/19/2020 02:36:36,23.89,45.90,10.2,13.2,13.7,47.48,1.426913,67.63,1.417597,99671.0,---,---,---
06/19/2020 02:37:36,23.89,46.02,10.1,13.2,13.6,46.19,1.426941,68.87,1.417587,99668.2,---,---,---
06/19/2020 02:38:36,23.90,45.93,10.1,13.1,13.4,45.28,1.426962,70.29,1.417577,99666.1,---,---,---
06/19/2020 02:39:36,23.89,46.13,10.0,13.1,13.6,45.39,1.426958,67.43,1.417598,99669.5,---,---,---
06/19/2020 02:40:36,23.88,46.19,9.8,13.0,13.3,45.34,1.426959,68.74,1.417587,99669.7,---,---,---
06/19/2020 02:41:37,23.88,46.40,9.8,12.7,13.2,45.35,1.426958,70.71,1.417572,99666.2,---,---,---
06/19/2020 02:42:36,23.87,46.93,9.7,12.5,13.0,46.98,1.426922,71.86,1.417562,99667.3,---,---,---
06/19/2020 02:43:36,23.86,47.23,9.5,12.4,12.9,48.81,1.426882,73.31,1.417550,99663.0,---,---,---
06/19/2020 02:44:36,23.85,47.57,9.6,12.2,12.6,49.55,1.426865,74.37,1.417541,99662.3,---,---,---
06/19/2020 02:45:36,23.80,47.74,9.6,12.2,12.7,50.33,1.426845,74.69,1.417535,99663.1,---,---,---
06/19/2020 02:46:36,23.78,47.84,9.7,12.2,12.6,50.42,1.426841,72.65,1.417550,99659.5,---,---,---
06/19/2020 02:47:36,23.77,47.94,9.6,12.1,12.5,49.48,1.426860,69.87,1.417570,99664.4,---,---,---
06/19/2020 02:48:36,23.74,48.04,9.7,12.2,12.5,49.20,1.426864,67.06,1.417590,99666.8,---,---,---
06/19/2020 02:49:36,23.71,48.11,9.7,12.2,12.5,47.48,1.426898,64.74,1.417605,99663.1,---,---,---
06/19/2020 02:50:36,23.71,48.14,9.6,12.4,12.6,49.03,1.426865,64.57,1.417606,99668.4,---,---,---
06/19/2020 02:51:36,23.71,48.17,9.4,12.1,12.4,48.18,1.426883,62.34,1.417624,99669.2,---,---,---
06/19/2020 02:52:37,23.67,48.44,9.4,12.2,12.4,48.31,1.426878,66.03,1.417593,99668.2,---,---,---
06/19/2020 02:53:36,23.66,48.47,9.2,12.1,12.3,47.77,1.426888,62.38,1.417620,99673.8,---,---,---
06/19/2020 02:54:36,23.64,48.48,9.1,12.0,12.3,47.54,1.426891,61.74,1.417623,99675.6,---,---,---
06/19/2020 02:55:36,23.66,48.44,9.0,11.8,12.1,45.48,1.426938,60.29,1.417636,99674.9,---,---,---
06/19/2020 02:56:36,23.67,48.47,9.1,11.9,12.2,46.43,1.426918,62.97,1.417616,99674.9,---,---,---
06/19/2020 02:57:36,23.69,48.37,9.0,11.8,12.2,46.40,1.426920,63.98,1.417609,99672.8,---,---,---
06/19/2020 02:58:36,23.67,48.47,9.0,11.8,12.1,46.70,1.426912,70.06,1.417561,99674.8,---,---,---
06/19/2020 02:59:36,23.69,48.57,9.1,11.8,12.2,46.71,1.426913,74.78,1.417526,99669.9,---,---,---
06/19/2020 03:00:36,23.66,48.80,9.1,11.9,12.2,47.06,1.426904,75.45,1.417519,99674.7,---,---,---
06/19/2020 03:01:36,23.66,48.80,9.2,12.2,12.5,47.18,1.426901,77.60,1.417502,99674.5,---,---,---
06/19/2020 03:02:36,23.64,48.71,9.4,12.4,13.0,48.00,1.426882,76.12,1.417512,99677.5,---,---,---
06/19/2020 03:03:37,23.61,48.78,9.8,12.9,13.4,47.69,1.426886,78.10,1.417494,99674.6,---,---,---
06/19/2020 03:04:36,23.57,48.88,10.0,13.0,13.6,47.87,1.426878,77.89,1.417493,99675.4,---,---,---
06/19/2020 03:05:36,23.56,49.08,10.1,13.3,13.9,47.13,1.426893,76.91,1.417499,99679.0,---,---,---
06/19/2020 03:06:36,23.56,48.85,10.3,13.4,14.0,46.70,1.426902,76.18,1.417505,99681.0,---,---,---
06/19/2020 03:07:36,23.55,48.91,10.5,13.5,14.1,45.65,1.426924,76.85,1.417499,99679.9,---,---,---
06/19/2020 03:08:36,23.55,48.95,10.3,13.4,14.0,44.81,1.426942,73.92,1.417522,99680.4,---,---,---
06/19/2020 03:09:36,23.53,48.88,10.2,13.4,14.1,44.48,1.426949,74.33,1.417518,99675.4,---,---,---
06/19/2020 03:10:36,23.52,48.88,10.3,13.4,14.1,45.33,1.426929,78.01,1.417488,99673.1,---,---,---
06/19/2020 03:11:36,23.50,48.81,10.3,13.6,14.2,44.96,1.426936,75.31,1.417508,99674.9,---,---,---
06/19/2020 03:12:36,23.49,48.88,10.2,13.4,14.1,45.21,1.426929,74.35,1.417514,99672.9,---,---,---
06/19/2020 03:13:36,23.48,48.91,10.2,13.4,14.3,45.33,1.426926,74.91,1.417509,99676.7,---,---,---
06/19/2020 03:14:37,23.46,48.81,10.3,13.8,14.6,46.31,1.426903,75.87,1.417500,99675.3,---,---,---
06/19/2020 03:15:36,23.46,48.78,10.3,13.9,14.7,45.79,1.426914,69.77,1.417547,99681.1,---,---,---
06/19/2020 03:16:36,23.44,48.76,10.3,13.8,14.5,46.40,1.426899,72.61,1.417524,99679.7,---,---,---
06/19/2020 03:17:36,23.43,48.82,10.4,13.9,14.6,46.60,1.426894,72.84,1.417521,99675.4,---,---,---
06/19/2020 03:18:36,23.42,48.86,10.6,14.0,14.6,46.22,1.426901,71.66,1.417529,99674.3,---,---,---
06/19/2020 03:19:36,23.40,48.89,10.7,14.0,14.6,45.92,1.426906,68.86,1.417549,99675.6,---,---,---
06/19/2020 03:20:36,23.38,48.92,10.7,13.8,14.3,46.18,1.426900,73.01,1.417517,99670.7,---,---,---
06/19/2020 03:21:36,23.37,48.92,10.5,13.5,14.0,46.49,1.426892,70.92,1.417532,99672.4,---,---,---
06/19/2020 03:22:36,23.36,48.99,10.3,13.6,14.2,46.76,1.426885,76.57,1.417487,99677.6,---,---,---
06/19/2020 03:23:36,23.34,48.95,10.2,13.7,14.2,48.54,1.426845,79.75,1.417461,99675.5,---,---,---
06/19/2020 03:24:36,23.33,49.05,10.1,13.5,13.9,47.63,1.426864,81.25,1.417449,99672.4,---,---,---
06/19/2020 03:25:37,23.30,49.12,10.0,13.4,13.9,48.56,1.426841,82.03,1.417440,99675.1,---,---,---
06/19/2020 03:26:36,23.27,49.26,10.2,13.5,14.2,47.85,1.426854,80.25,1.417452,99675.6,---,---,---
06/19/2020 03:27:36,23.25,49.29,10.4,13.6,14.2,47.22,1.426865,76.22,1.417481,99671.7,---,---,---
06/19/2020 03:28:36,23.23,49.29,10.6,13.8,14.3,46.12,1.426888,74.92,1.417490,99678.5,---,---,---
06/19/2020 03:29:36,23.23,49.36,10.6,13.8,14.3,47.34,1.426862,72.33,1.417510,99681.7,---,---,---
06/19/2020 03:30:36,23.25,49.29,10.7,14.1,14.4,47.00,1.426870,74.72,1.417493,99677.3,---,---,---
06/19/2020 03:31:36,23.23,49.33,10.9,14.4,14.7,47.65,1.426855,77.10,1.417474,99681.3,---,---,---
06/19/2020 03:32:36,23.23,49.26,10.7,14.1,14.4,48.60,1.426835,77.78,1.417468,99680.6,---,---,---
06/19/2020 03:33:36,23.22,49.23,10.6,14.1,14.5,49.19,1.426821,77.44,1.417470,99683.7,---,---,---
06/19/2020 03:34:36,23.17,49.33,10.7,14.3,14.8,48.82,1.426825,78.99,1.417454,99680.5,---,---,---
06/19/2020 03:35:36,23.15,49.46,11.7,15.6,16.2,48.74,1.426825,79.23,1.417451,99678.7,---,---,---
06/19/2020 03:36:37,23.13,49.53,12.4,16.3,16.9,49.13,1.426815,81.18,1.417434,99680.3,---,---,---
06/19/2020 03:37:36,23.11,49.67,12.9,17.1,17.6,49.09,1.426814,77.18,1.417463,99676.3,---,---,---
06/19/2020 03:38:36,23.08,49.70,12.9,17.1,17.6,49.51,1.426803,77.00,1.417463,99679.4,---,---,---
06/19/2020 03:39:36,23.07,49.77,13.0,17.2,17.6,49.67,1.426798,77.63,1.417457,99679.2,---,---,---
06/19/2020 03:40:36,23.05,49.80,12.0,16.1,16.4,48.74,1.426817,77.36,1.417458,99681.3,---,---,---
